BCA_train,BCA_test,mAUC_train,mAUC_test
0.873856133432675,0.906453566907146,0.9720413516812346,0.9751803594468371
0.8837731771732481,0.8652631642709602,0.9752326519501837,0.9567155499827363
0.8752513068866717,0.880566307462126,0.9729659588580567,0.9685829290010722
0.8825526843421954,0.8711524832361119,0.9731307393980143,0.970511760465694
0.8802148261219842,0.8651183921205182,0.972733600313774,0.9722552351184527
0.876919745346393,0.8872167402642243,0.9720433108754779,0.972823268943042
0.8759616898968422,0.8916462229006523,0.9709604064826426,0.9794658271093425
0.8745049579918467,0.8469313150036042,0.9715098610883958,0.9698530168941225
0.8764408311980955,0.8820061543307468,0.9721301116986801,0.9737724654273201
0.8742678860237328,0.8886799081696317,0.9704072985001848,0.9825428410474477
0.8768681816254459,0.8729866676358525,0.9717621239104229,0.9737865489105744
0.8821612997994995,0.8490117332073391,0.9739752656932406,0.9633022285219308
0.897119019062676,0.8247905649748315,0.9746799604148114,0.962576247675468
0.8773111298890889,0.9079991156178258,0.9698515214704972,0.9801121529860014
0.8781042722927911,0.8587532634307972,0.9730955969428242,0.9705075202771871
0.8866768734061434,0.8609584643248711,0.9746202665109912,0.9591713763046151
0.8893543252951474,0.863904789595789,0.974034883879409,0.9677542750186267
0.8833761895243114,0.8608760835195989,0.9732516604881063,0.9685906522015664
0.8810079685256865,0.8510921514110742,0.9754607892353729,0.9578134559353554
0.8778721976897029,0.8772289762367721,0.9723847880208617,0.9753929746133857
0.8798030735309261,0.8815536656429641,0.9712880083683149,0.9737320322012031
0.8794996728997438,0.8863732456220054,0.9716384959142755,0.9768416047296274
0.8817135813237869,0.8748599223439761,0.9709624792533633,0.9749897023993409
0.8853792242877998,0.8444607994572558,0.9747418501305373,0.9626289471611938
0.8802616196308612,0.8518332757879179,0.9719567750640571,0.9743650317711268
0.8789483726762253,0.8890509246639651,0.9716382025083744,0.9741363644623745
0.874190729736442,0.8828920508580325,0.9702722844621321,0.9802187634398832
0.8866721031940735,0.852492927971312,0.9748470503431523,0.9603678666400141
0.873984853440913,0.8828920508580325,0.971791171094635,0.9720668496005137
0.8786909326597492,0.8978865689000345,0.9725214394531368,0.9723129319692041
