BCA_train,BCA_test,mAUC_train,mAUC_test
0.8851544942969465,0.9055485895315804,0.9719890023896491,0.9737620163913573
0.8918586109142451,0.8562636670361687,0.9751049919890725,0.9573795937899411
0.8860091951516473,0.8983208853513602,0.9721660302598024,0.9708683906061651
0.8936499391230078,0.871793054571226,0.9743689974831452,0.9626602942690824
0.893052905437739,0.869712636367491,0.9736280907945508,0.9636812710873661
0.8892942811971869,0.8803600525783374,0.9729654288344934,0.9662970130900677
0.8835016536735175,0.8801762101195129,0.9722257620224487,0.9706263969906778
0.8809941121953878,0.9039015791673481,0.9726976912173582,0.9721617995360022
0.8887022448769436,0.8929031359222712,0.9734917043740573,0.9717919945240995
0.8894076305220885,0.8790016779031662,0.9722881912264443,0.9696308613034339
0.8843925475658289,0.8974349888240746,0.9725469752312416,0.9705711231047872
0.8934440628274789,0.8611656278204824,0.9745185871691895,0.9619293160575939
0.9053125776105931,0.8360585630606892,0.9780369119767153,0.9590550739912894
0.8834450925875448,0.9085772956077705,0.9719429187337586,0.9734224984402164
0.8879762640304808,0.8808749326112899,0.9746212886992919,0.9666219932520429
0.9026351257215891,0.859991095604136,0.9760276494363578,0.9525180662317445
0.8916059411098392,0.8654703277665715,0.9745938978387153,0.9620763597375929
0.8971255307807399,0.8453900064814309,0.9746376721062227,0.9579517163677332
0.8927542750186266,0.8832439865040858,0.976257651268725,0.9654738107785592
0.8881099814037446,0.8849533882134875,0.9727911457292215,0.9701926862805673
0.8866424218745269,0.8908236263303592,0.9733705466663033,0.9633500820779347
0.8862512644847867,0.9002565314046533,0.9722747040196987,0.9693744813340844
0.891194188518781,0.8924506472344884,0.9725455933840944,0.9712266865349785
0.8937017299969107,0.8709071580439405,0.9770213584352493,0.9635342274073672
0.8946491849751949,0.8722455432590089,0.9736711646737781,0.9685985268373646
0.8827806701920805,0.9064968774040355,0.9727073357532694,0.9702629522615348
0.8886660518393331,0.8815145953345812,0.9711031247917764,0.9721745201015223
0.8994427937996329,0.8477166584891602,0.9754157750913155,0.9544161563296929
0.8847633369072065,0.8809373239564593,0.9720351806926045,0.9681757194691283
0.8858804751434093,0.8938714132548293,0.9733856807319777,0.9670229939365305
