BCA_train,BCA_test,mAUC_train,mAUC_test
0.6209544058587291,0.622962437987243,0.7622384428362016,0.7458005475900586
0.5839229466887156,0.5086290864816733,0.7412942967193056,0.6855276308855331
0.5804553053844336,0.5653522082296001,0.7390061849963958,0.7110581087547777
0.8563558154185369,0.8056794296340718,0.9179100735521271,0.8916071525922695
0.7810541562933485,0.7720695754359822,0.8940355312653328,0.8884650214735261
0.8653455450762326,0.8669301640952952,0.930688629328778,0.9247993482224525
0.8159728658222635,0.8023654194455044,0.9076652386317517,0.8956730390642509
0.7443340481079673,0.7520107579639826,0.8751114090600712,0.8892032685795974
0.6733133135861697,0.694342982790892,0.8422299208144798,0.8488572691974534
0.813267095531447,0.7956310914850958,0.9062968597618225,0.9094952964194638
0.7314512196599369,0.6826864017154591,0.8624196257125032,0.8221484732292671
0.6276825249716816,0.5782829659512863,0.798903759835723,0.7678477106010769
0.7256260335459485,0.6789338348870596,0.8597874435146317,0.8240957798009534
0.6945180420020959,0.6732943841731935,0.831668964697402,0.8187838836492274
0.7828669125976001,0.77416998309982,0.8839898810929995,0.8777132663383549
0.6231163719735654,0.5784077486416254,0.7920967145353662,0.7331749320055486
0.8422062306541399,0.8084818913663705,0.921807033942709,0.9059924464070459
0.8650835620006422,0.789225075263346,0.9248551805260256,0.8822481479462345
0.8635735248687056,0.8173566059108227,0.9323362643636385,0.8980016597309296
0.864459648548947,0.8704737502044377,0.9301001517381744,0.9287499924282349
0.6393606098602554,0.6471348440519241,0.7988515335853217,0.8047776323998862
0.8580697601870529,0.8960333036520138,0.9265016703314011,0.9435546105992598
0.8662052432959589,0.863491371216389,0.9300449724993488,0.9273792000581512
0.7850652231853509,0.7560253078679726,0.9021529841083792,0.8852535329856379
0.6873134317057067,0.6753105938081133,0.841147376080491,0.8203167117943871
0.6551506932708209,0.6284380357023872,0.7938140382040985,0.789200391308825
0.7082472423631176,0.6876310672554471,0.8580789220229333,0.8445056243071835
0.7748141888822259,0.7046599671688262,0.890409914545058,0.8592240757903409
0.7478965636300859,0.7840111577531846,0.8768316099995759,0.8954946482763634
0.7715945986055838,0.7514316693622151,0.8852841418464203,0.8832721534705943
