BCA_train,BCA_test,mAUC_train,mAUC_test
0.8941288532713054,0.9144666145729222,0.9651140951437727,0.9757953382156076
0.9011929316057595,0.8781157813758805,0.9658391295195866,0.9450414024120616
0.8935931508840794,0.9063530138654164,0.9695166033667096,0.9645371834244975
0.8978150914366365,0.890143984686862,0.9713042024811159,0.9674592790468056
0.8993548098881196,0.902109796652674,0.9613545528266915,0.9607602355121845
0.8971203062627584,0.9078552520792068,0.963392654327718,0.9706230654139937
0.8893606098602556,0.9154149024453773,0.9603550419627226,0.964842779867585
0.896100692362209,0.8940352662535512,0.9640352700394338,0.9636387177669956
0.8955446219266205,0.901161508780219,0.9607213166391055,0.9657424570075173
0.8939483423891645,0.9237356666484945,0.9579932285703902,0.9740024956538068
0.8921461865561794,0.9044988400055729,0.9687695540836044,0.9758810505975637
0.90162028203311,0.8883721916322909,0.9701650588023285,0.9604487330922483
0.9077934664752525,0.8488478802086172,0.9694456369974619,0.9519300429470521
0.8937424660936354,0.9179478093368951,0.9690521418252195,0.9799887332133966
0.8974910956041361,0.8948587714356674,0.9651379462041229,0.9672386378091552
0.8998181262001248,0.8855506490517122,0.972272110690121,0.9565457910071659
0.8982834051136673,0.8953345811602368,0.962381208468868,0.9556639832330832
0.9057291004137213,0.8783220362596692,0.969562374687286,0.9667149745285819
0.9044986128526172,0.8734400649354583,0.9707036857838595,0.9613699140453216
0.896975988418228,0.9099156808228389,0.9696282301150303,0.9740241509022516
0.8958226571444148,0.9059819973710832,0.9710121121741869,0.9707560256107386
0.8921823795937899,0.917124304154779,0.9639112161314943,0.9740147619134154
0.8988347053371859,0.9027070574908987,0.9608539739652425,0.968307316748139
0.8988347053371859,0.8862917734285558,0.9628580403817381,0.9570188748962668
0.9000036344472915,0.8850348604069369,0.9699439348646471,0.9744130367624343
0.8955446219266205,0.892388255889319,0.9639163554671173,0.9652954199906715
0.8929443263249075,0.9179478093368951,0.9629497628523142,0.9722252509282985
0.9047972432717294,0.8607322199809797,0.9674567708995863,0.9542486688836794
0.8944840447763905,0.9066607304027573,0.9668554686316911,0.9745629577132058
0.8954880608406478,0.8975164610175241,0.9635914131639681,0.966807047193298
