BCA_train,BCA_test,mAUC_train,mAUC_test
0.6662862611834972,0.6509664601089122,0.8422615991870952,0.8219252575914519
0.787329180977303,0.7381459472883994,0.9057436855264195,0.8857219223803208
0.701279931187798,0.7440828169389473,0.8514408406628021,0.8599635343788427
0.8444597394101292,0.843826285534294,0.9288994212142688,0.9236267089474035
0.7582488324338077,0.7605353540860275,0.8929512071665243,0.8911037816424067
0.8145623216849298,0.8151947155136382,0.9225636236499541,0.9250045430591142
0.7089923797755123,0.7180698661917656,0.8420148826830701,0.8443717554986159
0.6695122874605511,0.6136316003077166,0.8366459900688726,0.8127382834505443
0.5866822493594287,0.6060719499415459,0.7665711961723213,0.763005566761768
0.6964124976527528,0.6877307116853538,0.854536424355037,0.841813407476058
0.7844432026749533,0.8266698770951075,0.9172507147746339,0.9329126460593505
0.8337269894055862,0.7823250770805696,0.9308627609987461,0.8931090879354522
0.895900419172921,0.8616181165082653,0.9607454611053566,0.9357650814419064
0.7747379412067575,0.806836698225784,0.8919468503728337,0.9087207048404782
0.8742444135516424,0.8770651232380503,0.9474945880808301,0.9515367654630588
0.7062292155045521,0.6399062312598812,0.8712763478499216,0.8329924524644582
0.6622444529248215,0.6132163647046708,0.8082397273861662,0.7760006844875732
0.7084363093399239,0.6590634029329989,0.8366789935003968,0.7970645780709565
0.8041475101007348,0.7475397820543108,0.8993244944332383,0.8723831979501718
0.8271392508192651,0.8185302295153466,0.9273621730511791,0.9257015997625495
0.7348778219968866,0.7378848728246319,0.8680040296934344,0.8592445195563552
0.7923908302894839,0.7965984602058308,0.912245276354286,0.9138190772138327
0.8468951219659937,0.834084755310836,0.9492908568663796,0.9355841162538541
0.7521017705815721,0.7504636949002647,0.8733510872297637,0.8719461556633775
0.8238211518774948,0.807883721916323,0.9395833711921594,0.9367497137872758
0.6420556282445014,0.632926578107301,0.7945118899428786,0.7839378630661408
0.8635702690096737,0.8502504739925009,0.9487902401461049,0.9507022055037647
0.7555982603112298,0.7372000823808053,0.8889056508840794,0.8728796028760594
0.8339134062645757,0.8502504739925009,0.9334150326797385,0.9382360512941661
0.633518008686329,0.6431457352789741,0.7861955646871044,0.7736735781739325
